FG_away,FG%_away,3P%_away,FT%_away,ORB_away,DRB_away,TRB_away,AST_away,STL_away,TOV_away,PTS_away,LogRatio_away,RB_aggr_away,eFG%_away,TS%_away,HomeTeamWon,FG_home,FG%_home,3P%_home,FT%_home,ORB_home,DRB_home,TRB_home,AST_home,STL_home,TOV_home,PTS_home,LogRatio_home,RB_aggr_home,eFG%_home,TS%_home,Winner
42.66667,0.48,0.384,0.84167,12.66667,38.66667,51.33333,24.66667,5.0,16.0,129.0,0.11226,0.39187,0.56355,0.66834,0.33333,45.66667,0.469,0.40833,0.826,11.66667,37.33333,49.0,27.33333,10.0,15.0,127.0,0.10441,0.31687,0.55101,0.61871,1
39.0,0.448,0.38167,0.80733,11.33333,34.33333,45.66667,31.33333,8.33333,17.0,110.33333,-0.05082,0.34169,0.52636,0.59825,0.66667,38.33333,0.45333,0.381,0.728,11.0,33.33333,44.33333,25.33333,6.0,15.0,109.0,-0.01645,0.34535,0.53449,0.60519,1
39.66667,0.492,0.35267,0.66,8.33333,34.0,42.33333,20.66667,11.66667,17.0,105.33333,0.00145,0.25878,0.54587,0.61101,0.66667,37.0,0.399,0.35033,0.72067,12.66667,37.33333,50.0,21.0,8.66667,18.66667,107.0,-0.06315,0.33201,0.47082,0.54155,1
46.33333,0.488,0.427,0.74667,10.0,32.33333,42.33333,29.66667,9.0,12.0,129.66667,0.07129,0.27005,0.56557,0.6382,0.33333,44.66667,0.46367,0.38533,0.756,13.33333,28.66667,42.0,24.33333,10.33333,12.33333,114.33333,-0.04166,0.38155,0.53637,0.57478,0
38.0,0.47833,0.44367,0.82367,6.33333,37.33333,43.66667,23.33333,5.0,18.0,112.33333,0.09368,0.20161,0.57473,0.65974,0.66667,37.0,0.43433,0.32767,0.699,10.0,34.33333,44.33333,20.0,7.33333,10.66667,96.66667,-0.12538,0.26267,0.47908,0.53905,1
42.0,0.475,0.392,0.74267,11.33333,29.33333,40.66667,31.0,10.33333,16.66667,114.66667,-0.00467,0.34332,0.55793,0.61659,0.66667,40.0,0.48233,0.33367,0.77433,8.66667,40.0,48.66667,26.0,10.33333,18.33333,113.33333,0.12158,0.26606,0.54734,0.63499,0
42.66667,0.45467,0.38733,0.85133,13.33333,38.66667,52.0,24.66667,5.66667,12.0,125.66667,0.11032,0.39515,0.53801,0.62684,0.33333,38.33333,0.41767,0.33,0.62667,12.0,35.0,47.0,28.33333,9.33333,14.33333,102.0,-0.07166,0.29235,0.47568,0.52643,0
40.0,0.47067,0.33,0.822,6.66667,33.33333,40.0,20.66667,9.66667,8.66667,113.66667,0.14861,0.19368,0.54116,0.62579,0.66667,38.0,0.43333,0.35133,0.82633,9.33333,34.66667,44.0,23.33333,7.0,19.66667,112.66667,-0.16762,0.25378,0.51059,0.59897,0
41.0,0.45133,0.39867,0.64667,11.0,35.66667,46.66667,23.33333,9.33333,17.0,107.66667,-0.0277,0.30592,0.51031,0.55995,0.33333,38.33333,0.398,0.29,0.76267,12.0,36.0,48.0,20.33333,8.0,11.33333,101.33333,-0.12708,0.28147,0.44499,0.50213,0
41.66667,0.44567,0.32567,0.75967,13.33333,36.66667,50.0,26.66667,9.33333,18.66667,110.33333,0.01449,0.39414,0.50455,0.5615,0.33333,42.0,0.47333,0.359,0.74833,11.66667,34.33333,46.0,29.0,12.66667,15.66667,108.33333,0.09015,0.37099,0.52984,0.5831,1
45.33333,0.52933,0.46233,0.84367,7.0,38.0,45.0,27.66667,7.0,19.33333,122.33333,-0.02715,0.21831,0.62521,0.68178,1.0,35.0,0.43167,0.37,0.69767,7.66667,36.33333,44.0,22.33333,8.0,15.66667,101.33333,0.03449,0.21168,0.5224,0.58667,1
44.66667,0.51067,0.393,0.79367,11.66667,30.66667,42.33333,29.66667,8.0,17.0,118.0,0.0749,0.4324,0.59006,0.64376,0.33333,41.66667,0.47067,0.43,0.71733,10.0,37.66667,47.66667,22.66667,7.66667,10.33333,110.33333,0.07401,0.28524,0.53318,0.59072,1
42.66667,0.465,0.38833,0.79267,7.66667,34.0,41.66667,28.33333,6.33333,11.66667,108.33333,0.11026,0.20167,0.54254,0.57566,0.33333,43.33333,0.48867,0.34467,0.71267,10.33333,33.0,43.33333,28.0,7.0,14.0,118.0,-0.00922,0.31865,0.55143,0.62161,1
43.66667,0.454,0.32367,0.75,10.0,31.0,41.0,26.66667,7.0,9.33333,112.0,-0.11654,0.26559,0.51916,0.56174,1.0,47.0,0.542,0.48567,0.724,7.66667,43.33333,51.0,28.0,9.33333,17.66667,129.66667,0.33059,0.25074,0.64967,0.70489,0
38.0,0.47467,0.49333,0.83233,9.66667,29.66667,39.33333,25.0,6.66667,12.0,111.0,0.0486,0.33838,0.57716,0.6531,0.33333,43.66667,0.49167,0.37233,0.83367,5.66667,42.66667,48.33333,27.66667,4.0,13.66667,124.0,0.06987,0.1786,0.57057,0.65664,1
41.0,0.48367,0.33033,0.776,6.66667,33.0,39.66667,23.66667,6.66667,15.66667,114.66667,-0.09131,0.19245,0.55261,0.63211,1.0,40.0,0.43433,0.37167,0.715,9.66667,33.33333,43.0,23.66667,8.0,10.0,106.33333,-0.17109,0.21905,0.48829,0.54867,1
44.66667,0.48333,0.34433,0.86,11.33333,37.0,48.33333,23.33333,8.66667,11.33333,122.66667,0.11445,0.3178,0.53276,0.62556,0.0,37.0,0.45233,0.31767,0.76833,7.66667,35.0,42.66667,19.33333,8.33333,14.33333,108.0,-0.00752,0.22504,0.52819,0.61602,0
48.0,0.50933,0.367,0.719,8.0,34.66667,42.66667,30.66667,13.0,14.0,121.66667,0.06819,0.23788,0.5817,0.62094,0.33333,39.0,0.45,0.346,0.839,9.66667,31.66667,41.33333,26.66667,8.33333,14.33333,107.33333,0.01608,0.29947,0.52942,0.59143,1
42.66667,0.476,0.435,0.76667,11.66667,39.66667,51.33333,25.33333,7.0,13.33333,112.66667,0.15313,0.32817,0.54989,0.6004,0.0,41.66667,0.44167,0.315,0.78267,9.33333,36.66667,46.0,23.33333,5.66667,10.66667,108.33333,-0.1541,0.24096,0.49802,0.55016,1
39.0,0.45767,0.31133,0.777,7.33333,41.0,48.33333,25.66667,8.0,17.33333,106.0,-0.06568,0.21898,0.51517,0.58633,0.66667,46.33333,0.506,0.42633,0.64967,11.66667,34.33333,46.0,30.0,8.0,14.0,120.66667,0.03918,0.3547,0.58046,0.62599,0
40.0,0.41033,0.32033,0.72967,13.33333,29.0,42.33333,22.33333,9.0,13.33333,102.66667,-0.23777,0.33749,0.46557,0.50868,0.66667,40.66667,0.47967,0.39067,0.706,9.66667,31.0,40.66667,28.0,7.33333,12.66667,111.66667,-0.01521,0.31801,0.55238,0.61649,0
41.66667,0.45067,0.421,0.88933,7.0,36.66667,43.66667,25.66667,6.0,10.33333,109.66667,0.0358,0.17878,0.5352,0.57631,0.33333,41.33333,0.47567,0.31733,0.70533,10.66667,31.66667,42.33333,24.0,8.66667,15.0,109.66667,-0.10133,0.31287,0.54064,0.59784,1
35.66667,0.42133,0.28867,0.80033,7.0,41.0,48.0,22.33333,7.0,13.66667,102.33333,-0.07951,0.18475,0.49272,0.56998,0.33333,38.33333,0.41367,0.303,0.76067,14.33333,40.0,54.33333,22.33333,7.33333,12.66667,111.33333,0.02303,0.40047,0.46527,0.55889,1
35.0,0.41767,0.35733,0.71933,9.33333,38.33333,47.66667,23.0,7.66667,18.66667,95.0,-0.10087,0.27077,0.47636,0.53708,0.66667,43.33333,0.502,0.36333,0.77933,7.0,32.0,39.0,26.0,10.66667,14.66667,112.66667,0.07177,0.21519,0.56973,0.62346,1
35.66667,0.423,0.33367,0.78633,5.33333,37.33333,42.66667,23.33333,7.0,13.0,103.0,-0.08407,0.12752,0.51192,0.5796,0.33333,41.0,0.48133,0.411,0.76367,10.66667,35.0,45.66667,22.66667,7.0,14.33333,110.33333,0.03735,0.33716,0.54408,0.61142,1
41.0,0.42867,0.37667,0.78,9.0,35.33333,44.33333,23.66667,5.33333,7.33333,110.33333,0.00799,0.21629,0.49329,0.55051,0.33333,37.66667,0.44467,0.344,0.532,8.0,33.33333,41.33333,21.66667,6.0,18.0,98.66667,-0.21753,0.21774,0.52618,0.5571,1
39.33333,0.456,0.378,0.77367,9.0,37.66667,46.66667,22.33333,8.33333,15.66667,106.33333,0.09961,0.27317,0.52934,0.58756,0.33333,42.33333,0.48667,0.33867,0.82633,8.33333,40.66667,49.0,25.0,7.33333,15.66667,116.0,0.05923,0.23587,0.55411,0.63172,0
38.0,0.41067,0.34533,0.851,10.0,34.33333,44.33333,24.66667,8.66667,13.0,107.66667,-0.07184,0.25214,0.49365,0.5573,1.0,37.33333,0.47133,0.358,0.824,8.33333,35.33333,43.66667,22.66667,6.0,13.66667,108.0,0.11925,0.25871,0.55473,0.63752,0
39.0,0.41567,0.279,0.74833,12.66667,30.33333,43.0,23.33333,8.66667,15.0,102.66667,-0.28714,0.3364,0.4696,0.52392,1.0,41.0,0.426,0.38633,0.70767,9.0,34.66667,43.66667,24.33333,8.0,10.0,112.0,-0.09328,0.23844,0.51242,0.55751,0
42.66667,0.47333,0.33667,0.76433,8.66667,37.33333,46.0,26.33333,8.0,16.66667,113.33333,-0.10662,0.26028,0.53943,0.59722,0.33333,40.33333,0.472,0.379,0.73,10.0,34.0,44.0,24.66667,6.0,14.33333,110.33333,-0.01747,0.31944,0.53217,0.60471,0
43.33333,0.46333,0.402,0.863,7.66667,38.66667,46.33333,25.66667,7.33333,11.66667,114.0,0.04385,0.19957,0.53639,0.58625,0.33333,47.33333,0.529,0.40933,0.773,9.33333,37.33333,46.66667,28.33333,7.0,15.66667,124.0,0.2133,0.34251,0.60712,0.66022,1
36.33333,0.422,0.34,0.78167,10.66667,36.33333,47.0,28.33333,8.33333,13.0,107.0,-0.00177,0.32943,0.49953,0.58218,0.33333,36.0,0.41233,0.32733,0.74233,8.0,33.66667,41.66667,22.33333,10.0,15.33333,104.33333,-0.02213,0.20059,0.49663,0.56344,0
45.0,0.50267,0.41767,0.718,9.66667,43.33333,53.0,25.66667,5.33333,15.33333,120.0,0.1768,0.30331,0.60088,0.64204,0.0,43.0,0.48033,0.36333,0.83733,8.66667,36.66667,45.33333,24.66667,5.66667,14.33333,121.0,-0.07312,0.23362,0.55431,0.63727,0
41.33333,0.43967,0.37067,0.83567,14.66667,35.0,49.66667,25.33333,7.66667,11.66667,120.0,0.03388,0.43994,0.52491,0.6019,0.66667,37.33333,0.42033,0.33467,0.70367,14.0,35.66667,49.66667,19.66667,5.33333,14.66667,104.0,-0.04586,0.45857,0.48974,0.55254,0
43.66667,0.47433,0.44333,0.731,8.66667,35.33333,44.0,30.0,8.33333,14.0,120.0,0.06242,0.22686,0.54897,0.61334,0.33333,41.66667,0.48667,0.353,0.736,10.0,41.33333,51.33333,30.0,9.0,16.33333,115.0,0.17015,0.29048,0.55563,0.63032,0
39.33333,0.45767,0.375,0.83133,6.33333,40.33333,46.66667,23.33333,7.33333,18.33333,106.33333,-0.05206,0.17587,0.52753,0.59064,0.66667,37.0,0.41567,0.28067,0.714,12.33333,36.0,48.33333,23.66667,6.33333,15.0,97.66667,-0.08677,0.35689,0.46839,0.52232,0
40.33333,0.43967,0.26267,0.805,10.33333,33.33333,43.66667,20.0,9.33333,10.66667,102.0,-0.20134,0.26726,0.47817,0.5338,0.66667,42.33333,0.46433,0.36033,0.758,13.66667,32.33333,46.0,23.66667,11.33333,17.33333,112.33333,-0.00678,0.41852,0.53042,0.58695,0
39.0,0.46,0.40467,0.77933,7.33333,37.33333,44.66667,26.0,4.33333,15.0,110.0,-0.0006,0.21953,0.55249,0.61629,0.66667,36.0,0.432,0.338,0.60233,12.0,30.66667,42.66667,23.0,9.0,14.66667,94.66667,-0.17881,0.35211,0.48809,0.53833,0
39.0,0.45867,0.28667,0.78967,10.0,38.0,48.0,23.33333,6.33333,15.0,100.66667,-0.04934,0.31386,0.50202,0.56358,0.33333,39.33333,0.458,0.34633,0.66833,9.66667,35.33333,45.0,28.33333,9.33333,15.0,104.0,-0.02744,0.26272,0.5254,0.57706,0
37.33333,0.446,0.34533,0.69,9.0,37.33333,46.33333,21.33333,6.33333,18.66667,102.33333,-0.07206,0.25885,0.51176,0.57572,0.66667,39.0,0.44833,0.392,0.84067,10.33333,37.33333,47.66667,22.0,7.33333,20.0,117.33333,-0.04045,0.30582,0.53577,0.62761,0
36.0,0.419,0.37333,0.63,11.66667,29.66667,41.33333,20.33333,9.0,15.66667,92.66667,-0.16658,0.33961,0.47583,0.51577,0.66667,37.0,0.383,0.318,0.85933,14.33333,38.0,52.33333,20.0,6.0,12.0,98.0,-0.0495,0.41039,0.43931,0.49199,0
41.33333,0.45733,0.368,0.614,12.0,39.66667,51.66667,22.66667,4.66667,12.33333,109.0,0.04866,0.37316,0.54814,0.58129,0.33333,39.0,0.44733,0.34433,0.64133,11.66667,31.0,42.66667,24.33333,12.33333,15.33333,98.33333,0.01135,0.33311,0.49954,0.54072,1
38.0,0.427,0.38033,0.67567,9.33333,36.66667,46.0,23.0,7.0,17.66667,104.66667,-0.07451,0.2294,0.50765,0.55934,0.66667,37.33333,0.44833,0.36067,0.69867,7.33333,39.33333,46.66667,20.33333,6.66667,16.33333,102.0,0.0482,0.19288,0.53043,0.58484,1
45.0,0.50833,0.405,0.777,12.0,31.66667,43.66667,28.33333,9.33333,14.66667,117.66667,0.23405,0.4343,0.59469,0.63863,0.0,46.33333,0.50633,0.36267,0.746,8.33333,39.0,47.33333,28.0,8.33333,13.66667,122.66667,0.1489,0.23312,0.57668,0.63531,0
41.33333,0.42333,0.353,0.914,12.66667,29.33333,42.0,23.66667,7.33333,8.33333,116.66667,-0.13009,0.33235,0.49646,0.5691,1.0,40.33333,0.496,0.40567,0.74333,6.66667,40.33333,47.0,28.33333,4.66667,14.66667,114.0,0.16783,0.20325,0.58609,0.65769,1
41.33333,0.488,0.42867,0.838,7.0,33.66667,40.66667,28.0,4.0,13.66667,109.33333,0.13787,0.20926,0.57516,0.6246,0.0,37.33333,0.422,0.37967,0.77433,12.0,30.0,42.0,22.66667,8.33333,14.33333,107.33333,-0.03603,0.34821,0.49748,0.57132,0
38.0,0.41567,0.343,0.82067,8.0,33.33333,41.33333,20.0,10.0,14.0,114.66667,-0.11263,0.18493,0.49214,0.58267,0.33333,41.0,0.47167,0.35833,0.76933,9.0,33.33333,42.33333,25.0,8.0,12.66667,114.33333,-0.01357,0.2772,0.53783,0.61425,0
