Date,Start (ET),AwayTeam,AwayPoints,HomeTeam,HomePoints
"Tue, Dec 22, 2020",7:00p,Golden State Warriors,99,Brooklyn Nets,125
"Tue, Dec 22, 2020",10:00p,Los Angeles Clippers,116,Los Angeles Lakers,109
"Wed, Dec 23, 2020",7:00p,Charlotte Hornets,114,Cleveland Cavaliers,121
"Wed, Dec 23, 2020",7:00p,New York Knicks,107,Indiana Pacers,121
"Wed, Dec 23, 2020",7:00p,Miami Heat,107,Orlando Magic,113
"Wed, Dec 23, 2020",7:00p,Washington Wizards,107,Philadelphia 76ers,113
"Wed, Dec 23, 2020",7:30p,New Orleans Pelicans,113,Toronto Raptors,99
"Wed, Dec 23, 2020",7:30p,Milwaukee Bucks,121,Boston Celtics,122
"Wed, Dec 23, 2020",8:00p,Atlanta Hawks,124,Chicago Bulls,104
"Wed, Dec 23, 2020",8:00p,San Antonio Spurs,131,Memphis Grizzlies,119
"Wed, Dec 23, 2020",8:00p,Detroit Pistons,101,Minnesota Timberwolves,111
"Wed, Dec 23, 2020",9:00p,Sacramento Kings,124,Denver Nuggets,122
"Wed, Dec 23, 2020",10:00p,Utah Jazz,120,Portland Trail Blazers,100
"Wed, Dec 23, 2020",10:30p,Dallas Mavericks,102,Phoenix Suns,106
"Fri, Dec 25, 2020",12:00p,New Orleans Pelicans,98,Miami Heat,111
"Fri, Dec 25, 2020",2:30p,Golden State Warriors,99,Milwaukee Bucks,138
"Fri, Dec 25, 2020",5:00p,Brooklyn Nets,123,Boston Celtics,95
"Fri, Dec 25, 2020",8:00p,Dallas Mavericks,115,Los Angeles Lakers,138
"Fri, Dec 25, 2020",10:30p,Los Angeles Clippers,121,Denver Nuggets,108
"Sat, Dec 26, 2020",5:00p,Atlanta Hawks,122,Memphis Grizzlies,112
"Sat, Dec 26, 2020",7:00p,Oklahoma City Thunder,109,Charlotte Hornets,107
"Sat, Dec 26, 2020",7:00p,Cleveland Cavaliers,128,Detroit Pistons,119
"Sat, Dec 26, 2020",7:00p,Orlando Magic,130,Washington Wizards,120
"Sat, Dec 26, 2020",7:30p,Philadelphia 76ers,109,New York Knicks,89
"Sat, Dec 26, 2020",8:00p,Indiana Pacers,125,Chicago Bulls,106
"Sat, Dec 26, 2020",8:30p,Toronto Raptors,114,San Antonio Spurs,119
"Sat, Dec 26, 2020",9:00p,Minnesota Timberwolves,116,Utah Jazz,111
"Sat, Dec 26, 2020",10:00p,Houston Rockets,126,Portland Trail Blazers,128
"Sat, Dec 26, 2020",10:00p,Phoenix Suns,103,Sacramento Kings,106
"Sun, Dec 27, 2020",3:30p,Dallas Mavericks,124,Los Angeles Clippers,73
"Sun, Dec 27, 2020",7:00p,San Antonio Spurs,95,New Orleans Pelicans,98
"Sun, Dec 27, 2020",7:00p,Orlando Magic,120,Washington Wizards,113
"Sun, Dec 27, 2020",7:00p,Brooklyn Nets,104,Charlotte Hornets,106
"Sun, Dec 27, 2020",7:30p,Philadelphia 76ers,94,Cleveland Cavaliers,118
"Sun, Dec 27, 2020",7:30p,Milwaukee Bucks,110,New York Knicks,130
"Sun, Dec 27, 2020",8:00p,Boston Celtics,107,Indiana Pacers,108
"Sun, Dec 27, 2020",8:00p,Golden State Warriors,129,Chicago Bulls,128
"Sun, Dec 27, 2020",9:00p,Phoenix Suns,116,Sacramento Kings,100
"Sun, Dec 27, 2020",10:00p,Minnesota Timberwolves,91,Los Angeles Lakers,127
"Mon, Dec 28, 2020",7:30p,Memphis Grizzlies,116,Brooklyn Nets,111
"Mon, Dec 28, 2020",7:30p,Detroit Pistons,120,Atlanta Hawks,128
"Mon, Dec 28, 2020",8:00p,Utah Jazz,110,Oklahoma City Thunder,109
"Mon, Dec 28, 2020",9:00p,Houston Rockets,111,Denver Nuggets,124
"Mon, Dec 28, 2020",10:00p,Portland Trail Blazers,115,Los Angeles Lakers,107
"Tue, Dec 29, 2020",7:00p,New York Knicks,95,Cleveland Cavaliers,86
"Tue, Dec 29, 2020",7:00p,Golden State Warriors,116,Detroit Pistons,106
"Tue, Dec 29, 2020",7:00p,Boston Celtics,116,Indiana Pacers,111
"Tue, Dec 29, 2020",7:00p,Chicago Bulls,115,Washington Wizards,107
"Tue, Dec 29, 2020",7:00p,Toronto Raptors,93,Philadelphia 76ers,100
"Tue, Dec 29, 2020",7:30p,Milwaukee Bucks,144,Miami Heat,97
"Tue, Dec 29, 2020",8:00p,Orlando Magic,118,Oklahoma City Thunder,107
"Tue, Dec 29, 2020",10:00p,New Orleans Pelicans,86,Phoenix Suns,111
"Tue, Dec 29, 2020",10:00p,Denver Nuggets,115,Sacramento Kings,125
"Tue, Dec 29, 2020",10:00p,Minnesota Timberwolves,101,Los Angeles Clippers,124
"Wed, Dec 30, 2020",7:30p,Milwaukee Bucks,108,Miami Heat,119
"Wed, Dec 30, 2020",7:30p,Atlanta Hawks,141,Brooklyn Nets,145
"Wed, Dec 30, 2020",7:30p,Memphis Grizzlies,107,Boston Celtics,126
"Wed, Dec 30, 2020",8:30p,Charlotte Hornets,118,Dallas Mavericks,99
"Wed, Dec 30, 2020",8:30p,Los Angeles Lakers,121,San Antonio Spurs,107
"Wed, Dec 30, 2020",10:00p,Portland Trail Blazers,105,Los Angeles Clippers,128
"Thu, Dec 31, 2020",3:00p,Cleveland Cavaliers,99,Indiana Pacers,119
"Thu, Dec 31, 2020",5:00p,Chicago Bulls,133,Washington Wizards,130
"Thu, Dec 31, 2020",6:30p,Philadelphia 76ers,116,Orlando Magic,92
"Thu, Dec 31, 2020",7:00p,Sacramento Kings,119,Houston Rockets,122
"Thu, Dec 31, 2020",7:30p,New York Knicks,83,Toronto Raptors,100
